source_json,input_image,image_index,product_index,old_reference,gpt5_reference,reference_applied,size_csv,size_gpt5,price_csv,price_gpt5,confidence_reference,alignment_score,accepted,evidence,warnings
PHOTO-2026-06-08-15-49-13 2.json,input_images\PHOTO-2026-06-08-15-49-13 2.jpg,1,2,,D9806/6+4,D9806/6+4,,,,580 dh,0.98,100.0,Oui,Texte en haut à droite : « D9806/6+4 » au-dessus de « 580 dh ».,[]
PHOTO-2026-06-08-15-49-13.json,input_images\PHOTO-2026-06-08-15-49-13.jpg,1,2,25209/6,25209/6,25209/6,,6,950.0,950 dh,0.99,125.0,Oui,"Encadré jaune en haut à droite, 2e ligne",[]
PHOTO-2026-06-08-15-49-13.json,input_images\PHOTO-2026-06-08-15-49-13.jpg,1,1,25209/4,25209/4,25209/4,,4,750.0,750 dh,0.99,125.0,Oui,"Encadré jaune en haut à droite, 1re ligne",[]
PHOTO-2026-06-08-15-49-14 3.json,input_images\PHOTO-2026-06-08-15-49-14 3.jpg,1,1,9696,D 9696/6 GD,D 9696/6 GD,,,420.0,420 dh,0.98,100.0,Oui,Texte en haut à droite,[]
PHOTO-2026-06-08-15-49-15 2.json,input_images\PHOTO-2026-06-08-15-49-15 2.jpg,1,1,,,,,380,950.0,950 dh,0.1,100.0,Non,Encadré jaune en haut à droite affichant '380' et '950 dh'; aucune référence lisible ailleurs.,"[""Aucune référence commerciale explicite visible ; champ 'reference' laissé vide."", ""Unité de taille non précisée ; '380' recopié tel quel.""]"
PHOTO-2026-06-08-15-49-16 5.json,input_images\PHOTO-2026-06-08-15-49-16 5.jpg,1,1,,9115,9115,,,380.0,380 dh,0.95,100.0,Oui,Bas gauche : grand texte rouge '9115' sous '380 dh'.,"[""Aucune taille lisible."", ""Autres logos/inscriptions décoratives ignorés.""]"
PHOTO-2026-06-08-15-49-16 7.json,input_images\PHOTO-2026-06-08-15-49-16 7.jpg,1,2,,12375 LED,12375 LED,,,,285 dh,0.99,100.0,Oui,Bas à droite : 12375 LED,[]
PHOTO-2026-06-08-15-49-16.json,input_images\PHOTO-2026-06-08-15-49-16.jpg,1,1,8078,P 8078/60,P 8078/60,,60,850.0,850 dh,0.99,100.0,Oui,"En haut à droite, texte 'P 8078/60' au-dessus de '850 dh'.",[]
PHOTO-2026-06-08-15-49-17 2.json,input_images\PHOTO-2026-06-08-15-49-17 2.jpg,1,1,XD 0013,XD 0013,XD 0013,,,980.0,980 dh,0.99,125.0,Oui,étiquette jaune en bas à gauche indiquant « XD 0013 »,[]
PHOTO-2026-06-08-15-49-17 2.json,input_images\PHOTO-2026-06-08-15-49-17 2.jpg,1,2,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-15-49-17 3.json,input_images\PHOTO-2026-06-08-15-49-17 3.jpg,1,1,,12278,12278,,,285.0,285 dh,0.99,100.0,Oui,Texte blanc en haut à droite : « 12278 » au-dessus de « 285 dh ».,"[""Aucune taille/dimension visible ; champ size laissé vide.""]"
PHOTO-2026-06-08-15-49-17 4.json,input_images\PHOTO-2026-06-08-15-49-17 4.jpg,1,1,9696,D 9696/6 bk,D 9696/6 bk,,,380.0,380 dh,0.97,110.0,Oui,Texte en haut à droite : « D 9696/6 bk » au-dessus de « 380 dh »,[]
PHOTO-2026-06-08-15-49-17 4.json,input_images\PHOTO-2026-06-08-15-49-17 4.jpg,1,2,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-15-49-17 6.json,input_images\PHOTO-2026-06-08-15-49-17 6.jpg,1,1,,,,,380,950.0,950 dh,0.05,100.0,Non,"Aucune référence visible. Encart jaune en haut à droite: ""380"" et ""950 dh"".","[""Aucune référence commerciale lisible sur l'image ; seule la taille 380 et le prix 950 dh sont visibles.""]"
PHOTO-2026-06-08-15-49-17 6.json,input_images\PHOTO-2026-06-08-15-49-17 6.jpg,1,2,,,,,,380.0,,,,Non,,"[""Aucune référence commerciale lisible sur l'image ; seule la taille 380 et le prix 950 dh sont visibles."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-15-49-18 2.json,input_images\PHOTO-2026-06-08-15-49-18 2.jpg,1,1,,09865/9R,09865/9R,,,750.0,750 dh,0.97,100.0,Oui,Texte en haut à droite « 09865/9R »,"[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-15-49-18.json,input_images\PHOTO-2026-06-08-15-49-18.jpg,1,,,95488/4 Bd,95488/4 Bd,,4,,780 dh,0.96,20.0,Oui,"Encadré jaune en haut à droite, 1ère ligne","[""L’unité monétaire en fin de ligne est légèrement tronquée; lecture 'dh' avec légère incertitude.""]"
PHOTO-2026-06-08-15-50-56 2.json,input_images\PHOTO-2026-06-08-15-50-56 2.jpg,1,1,,9824,9824,,,285.0,285 dh,0.98,100.0,Oui,"Encadré rouge en haut à droite affichant ""9824"" et ""285 dh"".","[""Aucune taille visible sur l'image.""]"
PHOTO-2026-06-08-15-50-57 4.json,input_images\PHOTO-2026-06-08-15-50-57 4.jpg,1,1,,868 usb,868 usb,,,0.195,195 dh,0.92,100.0,Oui,Étiquette jaune en haut à droite,"[""Aucune taille lisible sur l’image""]"
PHOTO-2026-06-08-15-50-57 6.json,input_images\PHOTO-2026-06-08-15-50-57 6.jpg,1,1,,868 usb,868 usb,,,195.0,195 dh,0.96,100.0,Oui,Texte dans l’encadré en haut à droite : « 868 usb »,[]
PHOTO-2026-06-08-15-50-57.json,input_images\PHOTO-2026-06-08-15-50-57.jpg,1,1,,T 2688,T 2688,,,320.0,320dh,0.98,100.0,Oui,"encadré blanc en haut à gauche : ""T 2688"" au-dessus de ""320dh""",[]
PHOTO-2026-06-08-15-50-58 2.json,input_images\PHOTO-2026-06-08-15-50-58 2.jpg,1,,,589 B,589 B,,,,110 dh,0.99,100.0,Oui,Étiquette blanche en haut à droite,[]
PHOTO-2026-06-08-15-50-58.json,input_images\PHOTO-2026-06-08-15-50-58.jpg,1,1,,,,,,110.0,589 f / 110 dh,0.1,100.0,Non,Aucune référence lisible; encart prix en haut à droite.,"[""Aucune référence commerciale visible sur l'image; seul le prix est affiché.""]"
PHOTO-2026-06-08-15-50-59 2.json,input_images\PHOTO-2026-06-08-15-50-59 2.jpg,1,1,,2233,2233,,,160.0,160 dh,0.99,100.0,Oui,"Étiquette jaune en haut à droite : ""2233"" au-dessus de ""160 dh"".","[""Aucune taille visible sur l’image.""]"
PHOTO-2026-06-08-15-50-59 3.json,input_images\PHOTO-2026-06-08-15-50-59 3.jpg,1,1,,2233,2233,,,160.0,160 dh,0.99,100.0,Oui,Encadré jaune en haut à droite : '2233' au-dessus de '160 dh'.,[]
PHOTO-2026-06-08-15-50-59 4.json,input_images\PHOTO-2026-06-08-15-50-59 4.jpg,1,1,,2233,2233,,,160.0,160 dh,0.99,100.0,Oui,étiquette jaune en haut à droite '2233' au-dessus de '160 dh',[]
PHOTO-2026-06-08-15-50-59.json,input_images\PHOTO-2026-06-08-15-50-59.jpg,1,1,,2026 F,2026 F,,,95.0,95 dh,0.98,100.0,Oui,"Texte en haut à droite : ""2026 F""",[]
PHOTO-2026-06-08-15-51-00 2.json,input_images\PHOTO-2026-06-08-15-51-00 2.jpg,1,1,,T 2203,T 2203,,,320.0,320 dh,0.99,100.0,Oui,Encadré jaune en haut à droite : 'T 2203 320 dh',[]
PHOTO-2026-06-08-15-51-00 3.json,input_images\PHOTO-2026-06-08-15-51-00 3.jpg,1,1,2203,T 2203,T 2203,,,320.0,320 dh,0.99,100.0,Oui,Cartouche jaune en haut à droite,[]
PHOTO-2026-06-08-15-51-00 4.json,input_images\PHOTO-2026-06-08-15-51-00 4.jpg,1,1,,T 2258,T 2258,,,320.0,320 dh,0.98,100.0,Oui,"Encart jaune en haut à droite : ""T 2258"" au-dessus de ""320 dh""",[]
PHOTO-2026-06-08-15-51-00 5.json,input_images\PHOTO-2026-06-08-15-51-00 5.jpg,1,1,,T2258,T2258,,,320.0,320 dh,0.99,100.0,Oui,encadré jaune en haut à droite 'T2258 320 dh',[]
PHOTO-2026-06-08-15-51-00 7.json,input_images\PHOTO-2026-06-08-15-51-00 7.jpg,1,1,,L 2688,L 2688,,,650.0,650 dh,0.99,100.0,Oui,Étiquette jaune en bas à gauche : 'L 2688 650 dh',[]
PHOTO-2026-06-08-15-51-01 2.json,input_images\PHOTO-2026-06-08-15-51-01 2.jpg,1,1,2258,L 2258,L 2258,,,650.0,650 dh,0.98,100.0,Oui,Étiquette jaune en bas à gauche indiquant 'L 2258' au-dessus de '650 dh'.,[]
PHOTO-2026-06-08-15-51-01 3.json,input_images\PHOTO-2026-06-08-15-51-01 3.jpg,1,1,,L2258,L2258,,,650.0,650 dh,0.99,100.0,Oui,"Bas gauche, encadré jaune : 'L2258 650 dh'",[]
PHOTO-2026-06-08-15-51-03 3.json,input_images\PHOTO-2026-06-08-15-51-03 3.jpg,1,1,,9820,9820,,H 43 cm,295.0,295 dh,0.98,100.0,Oui,Encadré jaune en haut à droite,"[""Le mot « abajoure » est ignoré car descriptif et non une référence.""]"
PHOTO-2026-06-08-15-51-03 4.json,input_images\PHOTO-2026-06-08-15-51-03 4.jpg,1,1,undefined,9830,9830,,,230.0,230 dh,0.97,100.0,Oui,Texte jaune en haut à droite : « 9830 » au-dessus de « 230 dh ».,[]
PHOTO-2026-06-08-15-51-03 4.json,input_images\PHOTO-2026-06-08-15-51-03 4.jpg,1,2,undefined,,,,,230.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-15-51-04.json,input_images\PHOTO-2026-06-08-15-51-04.jpg,1,1,,9831,9831,,,230.0,230 dh,0.98,100.0,Oui,Texte jaune en haut à droite : « 9831 » au-dessus de « 230 dh ».,[]
PHOTO-2026-06-08-15-51-05 2.json,input_images\PHOTO-2026-06-08-15-51-05 2.jpg,1,2,,A1007,A1007,,,,295 dh,0.99,100.0,Oui,Texte en haut à droite : « A1007 »,"[""Aucune taille lisible n’apparaît dans l’image.""]"
PHOTO-2026-06-08-15-51-05.json,input_images\PHOTO-2026-06-08-15-51-05.jpg,1,1,,9801,9801,,,32.0,320 dh,0.98,20.0,Oui,étiquette jaune en haut à droite '9801 320 dh',[]
PHOTO-2026-06-08-15-51-05.json,input_images\PHOTO-2026-06-08-15-51-05.jpg,1,2,,,,,,32.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-15-51-06 2.json,input_images\PHOTO-2026-06-08-15-51-06 2.jpg,1,1,,A264,A264,,,175.0,175 dh,0.98,100.0,Oui,En haut à droite : 'A264' au-dessus de '175 dh'.,"[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-15-51-07 2.json,input_images\PHOTO-2026-06-08-15-51-07 2.jpg,1,2,,RT 9272 -C,RT 9272 -C,,H 53cm/30cm,,650 dh,0.98,100.0,Oui,En bas à droite : « RT 9272 -C »,[]
PHOTO-2026-06-08-15-51-07 3.json,input_images\PHOTO-2026-06-08-15-51-07 3.jpg,1,1,9227,RT 9227_A,RT 9227_A,H38 cm/25cm,H38 cm/25cm,550.0,550 dh,0.98,170.0,Oui,Texte en bas à droite : « RT 9227_A »,[]
PHOTO-2026-06-08-15-51-07 3.json,input_images\PHOTO-2026-06-08-15-51-07 3.jpg,1,2,9227,,,H38 cm/25cm,,550.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-15-51-07 4.json,input_images\PHOTO-2026-06-08-15-51-07 4.jpg,1,1,,RL 9270 M,RL 9270 M,,,550.0,550 dh,0.99,100.0,Oui,Texte en haut à droite : « RL 9270 M » avec le prix « 550 dh ».,[]
PHOTO-2026-06-08-15-51-07 7.json,input_images\PHOTO-2026-06-08-15-51-07 7.jpg,1,1,,5002,5002,,,480.0,480 dh,0.86,100.0,Oui,Zone de texte à droite : « 型号：5002… »,"[""Le libellé montre « 5002双色遥控 » ; la partie chinoise semble descriptive. Référence interprétée comme « 5002 ».""]"
PHOTO-2026-06-08-15-51-07.json,input_images\PHOTO-2026-06-08-15-51-07.jpg,1,1,,RT 9272-B,RT 9272-B,,H 40cm/28cm,600.0,600 dh,0.99,100.0,Oui,Texte en bas à droite: 'RT 9272-B',[]
PHOTO-2026-06-08-15-51-08 2.json,input_images\PHOTO-2026-06-08-15-51-08 2.jpg,1,1,,860 S,860 S,,,18.5,185 dh,0.96,100.0,Oui,Etiquette jaune en haut à gauche « 860 S »,[]
PHOTO-2026-06-08-15-51-08 5.json,input_images\PHOTO-2026-06-08-15-51-08 5.jpg,1,1,8016,B 8016,B 8016,35 cm,35 cm,285.0,285 dh,0.99,100.0,Oui,Encadré jaune à droite indiquant 'B 8016'.,[]
PHOTO-2026-06-08-16-18-45 3.json,input_images\PHOTO-2026-06-08-16-18-45 3.jpg,1,1,5879,5879,5879,,,145.0,145 dh,0.98,100.0,Oui,Étiquette jaune en haut à gauche : '5879' au-dessus de '145 dh',"[""Aucune taille visible."", ""Logo/branding ignoré selon la règle 8.""]"
PHOTO-2026-06-08-16-18-45.json,input_images\PHOTO-2026-06-08-16-18-45.jpg,1,1,3349,3349,3349,50 cm,50 cm,220.0,220 dh,0.99,100.0,Oui,Encadré jaune en haut à droite : '3349 50 cm 220 dh',[]
PHOTO-2026-06-08-16-18-46 2.json,input_images\PHOTO-2026-06-08-16-18-46 2.jpg,1,1,2450,2450/3-1-2-3,2450/3-1-2-3,,,280.0,280dh,0.98,110.0,Oui,encart rose en haut à droite,"[""Trois objets visibles mais une seule référence/prix ; taille non précisée sur l'image.""]"
PHOTO-2026-06-08-16-18-46 2.json,input_images\PHOTO-2026-06-08-16-18-46 2.jpg,1,2,2450/1,,,,,280.0,,,,Non,,"[""Trois objets visibles mais une seule référence/prix ; taille non précisée sur l'image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-18-46 2.json,input_images\PHOTO-2026-06-08-16-18-46 2.jpg,1,3,2450/2,,,,,280.0,,,,Non,,"[""Trois objets visibles mais une seule référence/prix ; taille non précisée sur l'image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-18-46 4.json,input_images\PHOTO-2026-06-08-16-18-46 4.jpg,1,1,,2455/3-1-2-3,2455/3-1-2-3,,,280.0,280 dh,0.97,100.0,Oui,Étiquette rose en haut à droite,"[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-16-18-46 6.json,input_images\PHOTO-2026-06-08-16-18-46 6.jpg,1,1,,2453,2453,,,350.0,350dh,0.98,100.0,Oui,encart rose/violet en haut à droite « 2453 350dh »,"[""Plusieurs bougeoirs visibles mais une seule référence/prix affichés ; aucune taille lisible.""]"
PHOTO-2026-06-08-16-18-46 6.json,input_images\PHOTO-2026-06-08-16-18-46 6.jpg,1,2,,,,,,2453.0,,,,Non,,"[""Plusieurs bougeoirs visibles mais une seule référence/prix affichés ; aucune taille lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-18-46 6.json,input_images\PHOTO-2026-06-08-16-18-46 6.jpg,1,3,,,,,,350.0,,,,Non,,"[""Plusieurs bougeoirs visibles mais une seule référence/prix affichés ; aucune taille lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-18-46 6.json,input_images\PHOTO-2026-06-08-16-18-46 6.jpg,1,4,,,,,,350.0,,,,Non,,"[""Plusieurs bougeoirs visibles mais une seule référence/prix affichés ; aucune taille lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-18-46 6.json,input_images\PHOTO-2026-06-08-16-18-46 6.jpg,1,5,,,,,,2453.0,,,,Non,,"[""Plusieurs bougeoirs visibles mais une seule référence/prix affichés ; aucune taille lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-18-46 7.json,input_images\PHOTO-2026-06-08-16-18-46 7.jpg,1,1,,,,,,0.25,,0.1,20.0,Non,"Petite étiquette suspendue sur le grand cylindre, texte illisible","[""La pastille de prix ne précise pas explicitement quel article elle concerne; associée au produit de droite par proximité visuelle."", ""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-16-18-47 10.json,input_images\PHOTO-2026-06-08-16-18-47 10.jpg,1,1,,2688,2688,,,195.0,195 dh,0.98,100.0,Oui,étiquette rose en haut à droite : « 2688 » au-dessus de « 195 dh »,"[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-16-18-47 2.json,input_images\PHOTO-2026-06-08-16-18-47 2.jpg,1,1,,2466,2466,,,320.0,320 dh,0.96,100.0,Oui,Encart rose en haut à droite : '2466' au-dessus de '320 dh'.,[]
PHOTO-2026-06-08-16-18-47 4.json,input_images\PHOTO-2026-06-08-16-18-47 4.jpg,1,1,,2684,2684,,,160.0,160 dh,0.96,100.0,Oui,Étiquette violette en haut à droite indiquant « 2684 » au-dessus de « 160 dh ».,[]
PHOTO-2026-06-08-16-18-47 6.json,input_images\PHOTO-2026-06-08-16-18-47 6.jpg,1,1,,2685,2685,,,190.0,190 dh,0.96,100.0,Oui,"Étiquette rose en haut à droite : ""2685"" au-dessus de ""190 dh"".",[]
PHOTO-2026-06-08-16-18-47 7.json,input_images\PHOTO-2026-06-08-16-18-47 7.jpg,1,1,,2686,2686,,,,120 dh,0.99,100.0,Oui,Pastille violette en haut à droite : “2686” au-dessus de “120 dh”,[]
PHOTO-2026-06-08-16-18-47 8.json,input_images\PHOTO-2026-06-08-16-18-47 8.jpg,1,1,,2750,2750,,,95.0,95 dh,0.7,100.0,Oui,Étiquette rose en haut à droite : '2750' au-dessus de '95 dh'.,"[""Aucune taille visible."", ""'2750' interprété comme référence (peut prêter à confusion avec un prix).""]"
PHOTO-2026-06-08-16-18-48 2.json,input_images\PHOTO-2026-06-08-16-18-48 2.jpg,1,,,2751,2751,,,,95 dh,0.98,100.0,Oui,Étiquette rose en haut à droite: '2751 95 dh',[]
PHOTO-2026-06-08-16-18-48 3.json,input_images\PHOTO-2026-06-08-16-18-48 3.jpg,1,1,,2864,2864,,,130.0,130 dh,0.98,100.0,Oui,"Encadré rose en haut à droite : ""2864"" au-dessus de ""130 dh"".","[""Aucune taille ou dimension visible sur l'image.""]"
PHOTO-2026-06-08-16-18-48 4.json,input_images\PHOTO-2026-06-08-16-18-48 4.jpg,1,1,,2866,2866,,,160.0,160 dh,0.99,100.0,Oui,Étiquette violette en haut à droite : '2866' au-dessus de '160 dh'.,[]
PHOTO-2026-06-08-16-18-48 5.json,input_images\PHOTO-2026-06-08-16-18-48 5.jpg,1,1,,2740,2740,,,145.0,145 dh,0.95,100.0,Oui,Étiquette violette en haut à droite : '2740' au-dessus de '145 dh'.,"[""Aucune taille n’est visible sur l’image.""]"
PHOTO-2026-06-08-16-18-48 6.json,input_images\PHOTO-2026-06-08-16-18-48 6.jpg,1,1,,2817/3-1-2-3,2817/3-1-2-3,,,280.0,280 dh,0.98,100.0,Oui,étiquette rose en haut à droite,[]
PHOTO-2026-06-08-16-18-48 7.json,input_images\PHOTO-2026-06-08-16-18-48 7.jpg,1,1,,2741,2741,,,160.0,160 dh,0.98,100.0,Oui,Encart rose en haut à droite indiquant '2741' au-dessus de '160 dh'.,[]
PHOTO-2026-06-08-16-18-49 2.json,input_images\PHOTO-2026-06-08-16-18-49 2.jpg,1,3,,2748,2748,,,55.0,55 dh,0.99,100.0,Oui,étiquette rose au-dessus du produit droit «2748 55 dh»,[]
PHOTO-2026-06-08-16-18-49 2.json,input_images\PHOTO-2026-06-08-16-18-49 2.jpg,1,2,,2747,2747,,,55.0,55 dh,0.99,100.0,Oui,étiquette rose au-dessus du produit central «2747 55 dh»,[]
PHOTO-2026-06-08-16-18-49 2.json,input_images\PHOTO-2026-06-08-16-18-49 2.jpg,1,1,,2749,2749,,,55.0,55 dh,0.99,100.0,Oui,étiquette rose au-dessus du produit gauche «2749 55 dh»,[]
PHOTO-2026-06-08-16-18-49 3.json,input_images\PHOTO-2026-06-08-16-18-49 3.jpg,1,,,2746,2746,,,,90 dh,0.99,100.0,Oui,Encadré rose en haut à droite : '2746' au-dessus de '90 dh'.,"[""Aucune taille/dimension visible sur l'image.""]"
PHOTO-2026-06-08-16-18-49 5.json,input_images\PHOTO-2026-06-08-16-18-49 5.jpg,1,1,2825,2825/3-1-2-3,2825/3-1-2-3,,,280.0,280 dh,0.98,110.0,Oui,Etiquette rose en haut à droite avec le code '2825/3-1-2-3'.,[]
PHOTO-2026-06-08-16-18-49 5.json,input_images\PHOTO-2026-06-08-16-18-49 5.jpg,1,2,2825,,,,,280.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-18-49 5.json,input_images\PHOTO-2026-06-08-16-18-49 5.jpg,1,3,2825,,,,,280.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-18-49 6.json,input_images\PHOTO-2026-06-08-16-18-49 6.jpg,1,1,,2865,2865,,,145.0,145 dh,0.98,100.0,Oui,Étiquette violette en haut à droite : « 2865 »,[]
PHOTO-2026-06-08-16-18-49 7.json,input_images\PHOTO-2026-06-08-16-18-49 7.jpg,1,1,,2863,2863,,,130.0,130 dh,0.99,100.0,Oui,Bloc violet en haut à droite : '2863 130 dh',[]
PHOTO-2026-06-08-16-18-49 8.json,input_images\PHOTO-2026-06-08-16-18-49 8.jpg,1,1,,2882/3-1-2-3,2882/3-1-2-3,,,270.0,270 dh,0.97,100.0,Oui,Étiquette rose en haut à droite,[]
PHOTO-2026-06-08-16-18-49.json,input_images\PHOTO-2026-06-08-16-18-49.jpg,1,1,,2745,2745,,,60.0,60 dh,0.99,100.0,Oui,encart rose en haut à droite : 2745 60 dh,"[""Aucune taille lisible sur l’image.""]"
PHOTO-2026-06-08-16-18-49.json,input_images\PHOTO-2026-06-08-16-18-49.jpg,1,2,,,,,,,,,,Non,,"[""Aucune taille lisible sur l’image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-18-50 2.json,input_images\PHOTO-2026-06-08-16-18-50 2.jpg,1,,,2817/3-1-2-3,2817/3-1-2-3,,,,280 dh,0.98,100.0,Oui,Cartouche rose en haut à droite,"[""Aucune taille visible sur l'image."", ""Plusieurs vases visibles, une seule référence affichée.""]"
PHOTO-2026-06-08-16-18-50 3.json,input_images\PHOTO-2026-06-08-16-18-50 3.jpg,1,1,,2822/3-1-2-3,2822/3-1-2-3,,,280.0,280 dh,0.98,100.0,Oui,Texte blanc sur encadré rose en haut à droite,"[""Plusieurs vases visibles mais une seule référence et un seul prix lisibles."", ""Aucune taille n’est indiquée.""]"
PHOTO-2026-06-08-16-18-50 3.json,input_images\PHOTO-2026-06-08-16-18-50 3.jpg,1,2,,,,,,280.0,,,,Non,,"[""Plusieurs vases visibles mais une seule référence et un seul prix lisibles."", ""Aucune taille n’est indiquée."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-18-50 3.json,input_images\PHOTO-2026-06-08-16-18-50 3.jpg,1,3,,,,,,280.0,,,,Non,,"[""Plusieurs vases visibles mais une seule référence et un seul prix lisibles."", ""Aucune taille n’est indiquée."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-18-50.json,input_images\PHOTO-2026-06-08-16-18-50.jpg,1,1,,2820/2-1-2,2820/2-1-2,,,180.0,180 dh,0.97,100.0,Oui,Texte blanc dans l’encadré rose en haut à droite,[]
PHOTO-2026-06-08-16-22-55.json,input_images\PHOTO-2026-06-08-16-22-55.jpg,1,1,,2868,2868,,,85.0,85 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite avec le texte '2868' au-dessus de '85 dh'.,[]
PHOTO-2026-06-08-16-22-56 2.json,input_images\PHOTO-2026-06-08-16-22-56 2.jpg,1,1,,2647,2647,,,85.0,85 dh,0.98,100.0,Oui,Étiquette rouge à droite avec '2647' et '85 dh',[]
PHOTO-2026-06-08-16-22-56 3.json,input_images\PHOTO-2026-06-08-16-22-56 3.jpg,1,1,,2644,2644,,,110.0,110 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite : « 2644 » au-dessus de « 110 dh ».,"[""Aucune taille visible."", ""Plusieurs objets montrés mais une seule étiquette ; association supposée à l’ensemble.""]"
PHOTO-2026-06-08-16-22-56 4.json,input_images\PHOTO-2026-06-08-16-22-56 4.jpg,1,1,,2645,2645,,,160.0,160 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite affichant '2645' au-dessus de '160 dh',"[""Aucune taille indiquée."", ""Plusieurs boîtes visibles mais une seule référence lisible.""]"
PHOTO-2026-06-08-16-22-56 4.json,input_images\PHOTO-2026-06-08-16-22-56 4.jpg,1,2,,,,,,160.0,,,,Non,,"[""Aucune taille indiquée."", ""Plusieurs boîtes visibles mais une seule référence lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-22-56 4.json,input_images\PHOTO-2026-06-08-16-22-56 4.jpg,1,3,,,,,,160.0,,,,Non,,"[""Aucune taille indiquée."", ""Plusieurs boîtes visibles mais une seule référence lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-22-56 5.json,input_images\PHOTO-2026-06-08-16-22-56 5.jpg,1,1,,2831/2-2,2831/2-2,,,28.0,280 dh,0.97,100.0,Oui,Encadré rouge en haut à droite,[]
PHOTO-2026-06-08-16-22-56.json,input_images\PHOTO-2026-06-08-16-22-56.jpg,1,1,,2644,2644,,,130.0,130 dh,0.98,100.0,Oui,Encadré rouge en haut à droite : 2644 au-dessus de 130 dh,"[""Aucune taille visible dans l'image.""]"
PHOTO-2026-06-08-16-22-57 2.json,input_images\PHOTO-2026-06-08-16-22-57 2.jpg,1,1,,2833/2-2,2833/2-2,,,320.0,320 dh,0.98,100.0,Oui,étiquette rouge en haut à droite '2833/2-2',[]
PHOTO-2026-06-08-16-22-57 3.json,input_images\PHOTO-2026-06-08-16-22-57 3.jpg,1,1,,2866,2866,,,28.66,120 dh,0.97,100.0,Oui,"Étiquette rouge en haut avec ""2866"" au-dessus de ""120 dh""",[]
PHOTO-2026-06-08-16-22-57 4.json,input_images\PHOTO-2026-06-08-16-22-57 4.jpg,1,,,2865,2865,,,,120 dh,0.99,100.0,Oui,Étiquette rouge en haut : '2865 120 dh',[]
