source_json,image_index,product_index,detected_product_type,rubrique,categorie,famille,description,colors,price_box_regions,logo_regions,warnings,reference,name,size,price,confidence_reference,confidence_price
PHOTO-2026-06-08-15-42-18 3.json,1,2,Lustre,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres en cristaux,"Ce lustre suspendu ornemente votre espace avec son design élégant et ses cristaux étincelants. Sa structure en métal doré, combinée à ses chaînes de cristaux transparents et ses détails en verre, crée une pièce sophistiquée idéale pour un salon, une salle à manger ou une entrée de style marocain contemporain. Il diffuse une lumière chaleureuse et raffinée, amplifiée par les jeux de reflets des cristaux, apportant une ambiance luxueuse et accueillante à votre intérieur.","[""Doré"",""Transparent""]","[{""x_min"":0.75,""y_min"":0.02,""x_max"":0.92,""y_max"":0.07,""confidence"":0.9},{""x_min"":0.75,""y_min"":0.12,""x_max"":0.92,""y_max"":0.17,""confidence"":0.9}]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.16,""y_max"":0.09,""confidence"":0.85}]",[],81025/80,Lustre en cristaux doré,,5800.0,0.9,0.9
PHOTO-2026-06-08-15-42-18 4.json,1,1,Lustre décoratif en cristal et métal doré,Décoration,Arts décoratifs,Lustres et suspensions,"Ce lustre élégant combine des éléments en cristal transparent avec une structure en métal doré, créant une pièce sophistiquée idéale pour valoriser un espace de réception ou une salle à manger. Sa conception moderne et raffinée diffuse une lumière chaleureuse, apportant une ambiance luxueuse et conviviale. Parfait pour des intérieurs marocains contemporains ou classiques, il devient un point focal qui sublime la décoration intérieure.","[""Transparent"",""Doré""]","[{""x_min"":0.008,""y_min"":0.83,""x_max"":0.985,""y_max"":0.985,""confidence"":0.98}]","[{""x_min"":0.895,""y_min"":0.89,""x_max"":0.987,""y_max"":0.973,""confidence"":0.92}]",[],95407,Lustre décoratif en cristal et métal doré,,950.0,0.95,0.95
PHOTO-2026-06-08-15-42-18 4.json,1,2,Lustre décoratif en cristal et métal doré,Décoration,Arts décoratifs,Lustres et suspensions,"Ce lustre élégant combine des éléments en cristal transparent avec une structure en métal doré, créant une pièce sophistiquée idéale pour valoriser un espace de réception ou une salle à manger. Sa conception moderne et raffinée diffuse une lumière chaleureuse, apportant une ambiance luxueuse et conviviale. Parfait pour des intérieurs marocains contemporains ou classiques, il devient un point focal qui sublime la décoration intérieure.","[""Transparent"",""Doré""]","[{""x_min"":0.008,""y_min"":0.83,""x_max"":0.985,""y_max"":0.985,""confidence"":0.98}]","[{""x_min"":0.895,""y_min"":0.89,""x_max"":0.987,""y_max"":0.973,""confidence"":0.92}]",[],95407,Lustre décoratif en cristal et métal doré,,1180.0,0.95,0.95
PHOTO-2026-06-08-15-42-18 4.json,1,3,Lustre décoratif en cristal et métal doré,Décoration,Arts décoratifs,Lustres et suspensions,"Ce lustre élégant combine des éléments en cristal transparent avec une structure en métal doré, créant une pièce sophistiquée idéale pour valoriser un espace de réception ou une salle à manger. Sa conception moderne et raffinée diffuse une lumière chaleureuse, apportant une ambiance luxueuse et conviviale. Parfait pour des intérieurs marocains contemporains ou classiques, il devient un point focal qui sublime la décoration intérieure.","[""Transparent"",""Doré""]","[{""x_min"":0.008,""y_min"":0.83,""x_max"":0.985,""y_max"":0.985,""confidence"":0.98}]","[{""x_min"":0.895,""y_min"":0.89,""x_max"":0.987,""y_max"":0.973,""confidence"":0.92}]",[],95407,Lustre décoratif en cristal et métal doré,,1580.0,0.95,0.95
PHOTO-2026-06-08-15-42-18 5.json,1,1,Lustre suspendu en cristal doré,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu au design sophistiqué combine des éléments en cristal clair avec une finition dorée, apportant une élégance raffinée à tout espace intérieur. Ses multiples sources lumineuses diffusent une lumière chaleureuse et élégante, idéale pour le salon, la salle à manger ou une entrée somptueuse. Avec sa structure métallique dorée ornée de détails en cristal, il devient un élément décoratif central qui rehausse l'ambiance et le style de votre intérieur marocain contemporain ou classique.","[""Doré"",""Cristal""]","[{""x_min"":0.025,""y_min"":0.65,""x_max"":0.2,""y_max"":0.8,""confidence"":0.95},{""x_min"":0.025,""y_min"":0.85,""x_max"":0.2,""y_max"":0.91,""confidence"":0.95},{""x_min"":0.025,""y_min"":0.97,""x_max"":0.2,""y_max"":1.0,""confidence"":0.92},{""x_min"":0.3,""y_min"":0.65,""x_max"":0.46,""y_max"":0.8,""confidence"":0.94},{""x_min"":0.3,""y_min"":0.85,""x_max"":0.46,""y_max"":0.91,""confidence"":0.94},{""x_min"":0.3,""y_min"":0.97,""x_max"":0.46,""y_max"":1.0,""confidence"":0.91},{""x_min"":0.6,""y_min"":0.65,""x_max"":0.76,""y_max"":0.8,""confidence"":0.93},{""x_min"":0.6,""y_min"":0.85,""x_max"":0.76,""y_max"":0.91,""confidence"":0.93},{""x_min"":0.6,""y_min"":0.97,""x_max"":0.76,""y_max"":1.0,""confidence"":0.9},{""x_min"":0.75,""y_min"":0.65,""x_max"":0.91,""y_max"":0.8,""confidence"":0.92},{""x_min"":0.75,""y_min"":0.85,""x_max"":0.91,""y_max"":0.91,""confidence"":0.92},{""x_min"":0.75,""y_min"":0.97,""x_max"":0.91,""y_max"":1.0,""confidence"":0.89}]","[{""x_min"":0.86,""y_min"":0.89,""x_max"":0.97,""y_max"":0.98,""confidence"":0.88}]",[],7001/40,Lustre suspendu en cristal doré 40cm,40cm,480.0,0.98,0.99
PHOTO-2026-06-08-15-42-18 5.json,1,2,Lustre suspendu en cristal doré,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu au design sophistiqué combine des éléments en cristal clair avec une finition dorée, apportant une élégance raffinée à tout espace intérieur. Ses multiples sources lumineuses diffusent une lumière chaleureuse et élégante, idéale pour le salon, la salle à manger ou une entrée somptueuse. Avec sa structure métallique dorée ornée de détails en cristal, il devient un élément décoratif central qui rehausse l'ambiance et le style de votre intérieur marocain contemporain ou classique.","[""Doré"",""Cristal""]","[{""x_min"":0.025,""y_min"":0.65,""x_max"":0.2,""y_max"":0.8,""confidence"":0.95},{""x_min"":0.025,""y_min"":0.85,""x_max"":0.2,""y_max"":0.91,""confidence"":0.95},{""x_min"":0.025,""y_min"":0.97,""x_max"":0.2,""y_max"":1.0,""confidence"":0.92},{""x_min"":0.3,""y_min"":0.65,""x_max"":0.46,""y_max"":0.8,""confidence"":0.94},{""x_min"":0.3,""y_min"":0.85,""x_max"":0.46,""y_max"":0.91,""confidence"":0.94},{""x_min"":0.3,""y_min"":0.97,""x_max"":0.46,""y_max"":1.0,""confidence"":0.91},{""x_min"":0.6,""y_min"":0.65,""x_max"":0.76,""y_max"":0.8,""confidence"":0.93},{""x_min"":0.6,""y_min"":0.85,""x_max"":0.76,""y_max"":0.91,""confidence"":0.93},{""x_min"":0.6,""y_min"":0.97,""x_max"":0.76,""y_max"":1.0,""confidence"":0.9},{""x_min"":0.75,""y_min"":0.65,""x_max"":0.91,""y_max"":0.8,""confidence"":0.92},{""x_min"":0.75,""y_min"":0.85,""x_max"":0.91,""y_max"":0.91,""confidence"":0.92},{""x_min"":0.75,""y_min"":0.97,""x_max"":0.91,""y_max"":1.0,""confidence"":0.89}]","[{""x_min"":0.86,""y_min"":0.89,""x_max"":0.97,""y_max"":0.98,""confidence"":0.88}]",[],7001/60,Lustre suspendu en cristal doré 60cm,60cm,650.0,0.98,0.99
PHOTO-2026-06-08-15-42-18 5.json,1,3,Lustre suspendu en cristal doré,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu au design sophistiqué combine des éléments en cristal clair avec une finition dorée, apportant une élégance raffinée à tout espace intérieur. Ses multiples sources lumineuses diffusent une lumière chaleureuse et élégante, idéale pour le salon, la salle à manger ou une entrée somptueuse. Avec sa structure métallique dorée ornée de détails en cristal, il devient un élément décoratif central qui rehausse l'ambiance et le style de votre intérieur marocain contemporain ou classique.","[""Doré"",""Cristal""]","[{""x_min"":0.025,""y_min"":0.65,""x_max"":0.2,""y_max"":0.8,""confidence"":0.95},{""x_min"":0.025,""y_min"":0.85,""x_max"":0.2,""y_max"":0.91,""confidence"":0.95},{""x_min"":0.025,""y_min"":0.97,""x_max"":0.2,""y_max"":1.0,""confidence"":0.92},{""x_min"":0.3,""y_min"":0.65,""x_max"":0.46,""y_max"":0.8,""confidence"":0.94},{""x_min"":0.3,""y_min"":0.85,""x_max"":0.46,""y_max"":0.91,""confidence"":0.94},{""x_min"":0.3,""y_min"":0.97,""x_max"":0.46,""y_max"":1.0,""confidence"":0.91},{""x_min"":0.6,""y_min"":0.65,""x_max"":0.76,""y_max"":0.8,""confidence"":0.93},{""x_min"":0.6,""y_min"":0.85,""x_max"":0.76,""y_max"":0.91,""confidence"":0.93},{""x_min"":0.6,""y_min"":0.97,""x_max"":0.76,""y_max"":1.0,""confidence"":0.9},{""x_min"":0.75,""y_min"":0.65,""x_max"":0.91,""y_max"":0.8,""confidence"":0.92},{""x_min"":0.75,""y_min"":0.85,""x_max"":0.91,""y_max"":0.91,""confidence"":0.92},{""x_min"":0.75,""y_min"":0.97,""x_max"":0.91,""y_max"":1.0,""confidence"":0.89}]","[{""x_min"":0.86,""y_min"":0.89,""x_max"":0.97,""y_max"":0.98,""confidence"":0.88}]",[],7001/80,Lustre suspendu en cristal doré 80cm,80cm,1050.0,0.98,0.99
PHOTO-2026-06-08-15-42-18 5.json,1,4,Lustre suspendu en cristal doré,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu au design sophistiqué combine des éléments en cristal clair avec une finition dorée, apportant une élégance raffinée à tout espace intérieur. Ses multiples sources lumineuses diffusent une lumière chaleureuse et élégante, idéale pour le salon, la salle à manger ou une entrée somptueuse. Avec sa structure métallique dorée ornée de détails en cristal, il devient un élément décoratif central qui rehausse l'ambiance et le style de votre intérieur marocain contemporain ou classique.","[""Doré"",""Cristal""]","[{""x_min"":0.025,""y_min"":0.65,""x_max"":0.2,""y_max"":0.8,""confidence"":0.95},{""x_min"":0.025,""y_min"":0.85,""x_max"":0.2,""y_max"":0.91,""confidence"":0.95},{""x_min"":0.025,""y_min"":0.97,""x_max"":0.2,""y_max"":1.0,""confidence"":0.92},{""x_min"":0.3,""y_min"":0.65,""x_max"":0.46,""y_max"":0.8,""confidence"":0.94},{""x_min"":0.3,""y_min"":0.85,""x_max"":0.46,""y_max"":0.91,""confidence"":0.94},{""x_min"":0.3,""y_min"":0.97,""x_max"":0.46,""y_max"":1.0,""confidence"":0.91},{""x_min"":0.6,""y_min"":0.65,""x_max"":0.76,""y_max"":0.8,""confidence"":0.93},{""x_min"":0.6,""y_min"":0.85,""x_max"":0.76,""y_max"":0.91,""confidence"":0.93},{""x_min"":0.6,""y_min"":0.97,""x_max"":0.76,""y_max"":1.0,""confidence"":0.9},{""x_min"":0.75,""y_min"":0.65,""x_max"":0.91,""y_max"":0.8,""confidence"":0.92},{""x_min"":0.75,""y_min"":0.85,""x_max"":0.91,""y_max"":0.91,""confidence"":0.92},{""x_min"":0.75,""y_min"":0.97,""x_max"":0.91,""y_max"":1.0,""confidence"":0.89}]","[{""x_min"":0.86,""y_min"":0.89,""x_max"":0.97,""y_max"":0.98,""confidence"":0.88}]",[],7001/100,Lustre suspendu en cristal doré 100cm,100cm,1450.0,0.98,0.99
PHOTO-2026-06-08-15-42-18 5.json,1,5,Lustre suspendu en cristal doré,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu au design sophistiqué combine des éléments en cristal clair avec une finition dorée, apportant une élégance raffinée à tout espace intérieur. Ses multiples sources lumineuses diffusent une lumière chaleureuse et élégante, idéale pour le salon, la salle à manger ou une entrée somptueuse. Avec sa structure métallique dorée ornée de détails en cristal, il devient un élément décoratif central qui rehausse l'ambiance et le style de votre intérieur marocain contemporain ou classique.","[""Doré"",""Cristal""]","[{""x_min"":0.025,""y_min"":0.65,""x_max"":0.2,""y_max"":0.8,""confidence"":0.95},{""x_min"":0.025,""y_min"":0.85,""x_max"":0.2,""y_max"":0.91,""confidence"":0.95},{""x_min"":0.025,""y_min"":0.97,""x_max"":0.2,""y_max"":1.0,""confidence"":0.92},{""x_min"":0.3,""y_min"":0.65,""x_max"":0.46,""y_max"":0.8,""confidence"":0.94},{""x_min"":0.3,""y_min"":0.85,""x_max"":0.46,""y_max"":0.91,""confidence"":0.94},{""x_min"":0.3,""y_min"":0.97,""x_max"":0.46,""y_max"":1.0,""confidence"":0.91},{""x_min"":0.6,""y_min"":0.65,""x_max"":0.76,""y_max"":0.8,""confidence"":0.93},{""x_min"":0.6,""y_min"":0.85,""x_max"":0.76,""y_max"":0.91,""confidence"":0.93},{""x_min"":0.6,""y_min"":0.97,""x_max"":0.76,""y_max"":1.0,""confidence"":0.9},{""x_min"":0.75,""y_min"":0.65,""x_max"":0.91,""y_max"":0.8,""confidence"":0.92},{""x_min"":0.75,""y_min"":0.85,""x_max"":0.91,""y_max"":0.91,""confidence"":0.92},{""x_min"":0.75,""y_min"":0.97,""x_max"":0.91,""y_max"":1.0,""confidence"":0.89}]","[{""x_min"":0.86,""y_min"":0.89,""x_max"":0.97,""y_max"":0.98,""confidence"":0.88}]",[],7001/120,Lustre suspendu en cristal doré 120cm,120cm,1100.0,0.98,0.99
PHOTO-2026-06-08-15-42-18 6.json,1,1,Lustre,Luminaires > Luminaires suspendus > Lustres,,,"Ce lustre orné de nombreux cristaux suspendus offre un style sophistiqué et brillant, idéal pour embellir un salon ou une salle à manger. Sa structure en métal doré et ses multiples pendentifs en cristal diffusent une lumière éclatante et créent une ambiance élégante dans votre intérieur. Parfait pour une décoration raffinée, il s’intègre harmonieusement dans des espaces dédiés à la réception ou à la détente.","[""Orange""]","[{""x_min"":0.02,""y_min"":0.78,""x_max"":0.15,""y_max"":0.85,""confidence"":0.9},{""x_min"":0.2,""y_min"":0.78,""x_max"":0.32,""y_max"":0.85,""confidence"":0.9},{""x_min"":0.35,""y_min"":0.78,""x_max"":0.45,""y_max"":0.85,""confidence"":0.9},{""x_min"":0.5,""y_min"":0.78,""x_max"":0.65,""y_max"":0.85,""confidence"":0.9}]","[{""x_min"":0.88,""y_min"":0.88,""x_max"":0.98,""y_max"":1.0,""confidence"":0.8}]",[],7036,Lustre en cristal et finition dorée,,580.0,0.9,0.9
PHOTO-2026-06-08-15-42-18 6.json,1,2,Lustre,Luminaires > Luminaires suspendus > Lustres,,,"Ce lustre orné de nombreux cristaux suspendus offre un style sophistiqué et brillant, idéal pour embellir un salon ou une salle à manger. Sa structure en métal doré et ses multiples pendentifs en cristal diffusent une lumière éclatante et créent une ambiance élégante dans votre intérieur. Parfait pour une décoration raffinée, il s’intègre harmonieusement dans des espaces dédiés à la réception ou à la détente.","[""Orange""]","[{""x_min"":0.02,""y_min"":0.78,""x_max"":0.15,""y_max"":0.85,""confidence"":0.9},{""x_min"":0.2,""y_min"":0.78,""x_max"":0.32,""y_max"":0.85,""confidence"":0.9},{""x_min"":0.35,""y_min"":0.78,""x_max"":0.45,""y_max"":0.85,""confidence"":0.9},{""x_min"":0.5,""y_min"":0.78,""x_max"":0.65,""y_max"":0.85,""confidence"":0.9}]","[{""x_min"":0.88,""y_min"":0.88,""x_max"":0.98,""y_max"":1.0,""confidence"":0.8}]",[],7036,Lustre en cristal et finition dorée,,1300.0,0.9,0.9
PHOTO-2026-06-08-15-42-18 6.json,1,3,Lustre,Luminaires > Luminaires suspendus > Lustres,,,"Ce lustre orné de nombreux cristaux suspendus offre un style sophistiqué et brillant, idéal pour embellir un salon ou une salle à manger. Sa structure en métal doré et ses multiples pendentifs en cristal diffusent une lumière éclatante et créent une ambiance élégante dans votre intérieur. Parfait pour une décoration raffinée, il s’intègre harmonieusement dans des espaces dédiés à la réception ou à la détente.","[""Orange""]","[{""x_min"":0.02,""y_min"":0.78,""x_max"":0.15,""y_max"":0.85,""confidence"":0.9},{""x_min"":0.2,""y_min"":0.78,""x_max"":0.32,""y_max"":0.85,""confidence"":0.9},{""x_min"":0.35,""y_min"":0.78,""x_max"":0.45,""y_max"":0.85,""confidence"":0.9},{""x_min"":0.5,""y_min"":0.78,""x_max"":0.65,""y_max"":0.85,""confidence"":0.9}]","[{""x_min"":0.88,""y_min"":0.88,""x_max"":0.98,""y_max"":1.0,""confidence"":0.8}]",[],7036,Lustre en cristal et finition dorée,,1700.0,0.9,0.9
